0,3
0,10
0,12
0,13
0,14
0,18
0,31
0,37
0,18
0,99
1,34
1,8
1,17
1,22
1,31
1,34
1,68
1,12
1,13
1,20
2,22
2,0
2,5
2,10
2,11
2,13
2,20
2,28
2,171
2,381
3,40
3,0
3,5
3,19
3,354
3,3462
3,87
3,11
3,39
3,47
4,56
4,1
4,5
4,7
4,11
4,14
4,20
4,26
4,31
4,8507
5,87
5,2
5,3
5,4
5,12
5,13
5,15
5,18
5,24
5,54
6,55
6,9
6,13
6,4699
6,66930
6,85672
6,98584
6,142561
6,23620
6,266360
7,32
7,4
7,11
